province,id,time,year,month,CarbonDioxide,Industrial,GDP,Electricity,Dnvalue,I-population,O-population,H-temperature,L-temperature
Heilongjiang,8,202001,2020,1,16.32012,6031.3,824.81,0.863674,1.84,212.35,191.41,-9.52,-21.79
Heilongjiang,8,202002,2020,2,15.20461,6890.3,781.6,0.86369,1.45,228.54,212.2,-6.01,-18.98
Heilongjiang,8,202003,2020,3,14.66178,7732.3,787.93,0.866495,0.95,243.38,231.62,3.86,-8.35
Heilongjiang,8,202004,2020,4,13.4729,8725.5,912.24,0.863876,0.92,255,247.65,12.46,-0.45
Heilongjiang,8,202005,2020,5,12.24758,9927.3,955.77,0.860335,0.78,261.56,258.26,20.51,7.48
Heilongjiang,8,202006,2020,6,11.91867,5592,987.76,0.860743,0.65,261.21,261.44,22.74,13.41
Heilongjiang,8,202007,2020,7,12.74911,1256.7,1020.67,0.868558,0.51,252.09,255.17,28.14,18.44
Heilongjiang,8,202008,2020,8,12.56865,2025.3,1048.62,0.870052,0.37,232.35,237.42,24.55,16.21
Heilongjiang,8,202009,2020,9,13.65436,2780.6,1083.31,0.864101,0.8,200.14,206.19,18.85,10.54
Heilongjiang,8,202010,2020,10,17.2208,3485.2,1333.49,0.858006,1.05,153.61,159.44,10.3,0.78
Heilongjiang,8,202011,2020,11,18.95252,4295,1341.54,0.851931,1.38,106.36,110.61,-0.18,-8.91
Heilongjiang,8,202012,2020,12,22.05715,4988.7,1310.79,0.850577,1.35,106.32,107.66,-10.33,-20.06
Heilongjiang,8,202101,2021,1,20.22591,5755.1,910.09,0.853965,1.66,63.2,58.77,-13.35,-24.98
Heilongjiang,8,202102,2021,2,21.882,6632.4,886.42,0.854003,1.9,53.26,57.7,-7.83,-19.75
Heilongjiang,8,202103,2021,3,15.40946,7239.8,894.77,0.847116,1.04,125.68,132.25,4.19,-6.93
Heilongjiang,8,202104,2021,4,16.71478,8259.1,1033.25,0.834304,1.02,138.64,140.21,12.74,0.83
Heilongjiang,8,202105,2021,5,15.03478,9592.2,1064.83,0.827998,0.99,168.35,169.19,19.69,8.3
Heilongjiang,8,202106,2021,6,14.48258,1514.6,1085.89,0.824863,0.96,167.62,167.83,24.98,14.7
Heilongjiang,8,202107,2021,7,14.57957,2432.4,1123.41,0.827981,0.93,199.48,199.89,28.95,20.65
Heilongjiang,8,202108,2021,8,14.15626,3303.4,1146,0.829226,0.9,115.57,118.9,24.84,15.96
Heilongjiang,8,202109,2021,9,13.94289,4192,1180.06,0.829423,0.87,134.65,136.6,20.29,9.74
Heilongjiang,8,202110,2021,10,13.96783,5165.9,1421.22,0.827234,0.9,100.17,106.53,12.08,0.15
Heilongjiang,8,202111,2021,11,15.25943,6012.2,1427.8,0.827704,1.22,75.98,80.83,0.15,-8.38
Heilongjiang,8,202112,2021,12,17.57077,6892.6,1390.94,0.819984,1.64,74.92,80.11,-10.45,-20.53
Heilongjiang,8,202201,2022,1,19.72367,7893.1,1018.57,0.815949,1.83,137.47,122.33,-12.51,-23.2
Heilongjiang,8,202202,2022,2,18.10787,8914.7,982.25,0.815904,1.93,147.52,165.22,-7.85,-19.51
Heilongjiang,8,202203,2022,3,17.02139,10066.4,977.62,0.80596,1.1,63.99,67.01,3.38,-7.68
Heilongjiang,8,202204,2022,4,14.04119,11460.9,1083.82,0.789753,0.97,38.87,39.08,13.41,1.5
Heilongjiang,8,202205,2022,5,13.32537,6602.15,1108.95,0.773829,1.11,94.17,94.44,19.79,7.6
Heilongjiang,8,202206,2022,6,13.56546,1743.4,1131.3,0.773146,1.24,172.89,173.41,25.28,14.7
Heilongjiang,8,202207,2022,7,14.12467,2832.9,1207.6,0.778369,0.57,244.59,240.8,28.38,19.37
Heilongjiang,8,202208,2022,8,14.17593,3811.3,1233.01,0.779232,0.81,233.76,235.18,24.72,14.81
Heilongjiang,8,202209,2022,9,13.38608,4849.8,1263.11,0.774093,0.99,89.47,92.73,20.85,9.74
Heilongjiang,8,202210,2022,10,15.64758,5973.4,1473.81,0.760367,1.06,71.94,77.56,10.35,-0.63
Heilongjiang,8,202211,2022,11,17.78062,6903.4,1475.04,0.76375,1.47,51.36,54.23,-0.21,-9.17
Heilongjiang,8,202212,2022,12,21.50549,7856.3,1439.48,0.763355,2.06,98.57,96.23,-11.61,-21.14
Heilongjiang,8,202301,2023,1,20.25562,8883.4,1053.07,0.787959,2.45,229.24,223.27,-13.76,-25.54
Heilongjiang,8,202302,2023,2,18.37894,9925.2,1022.71,0.788235,1.43,188.08,207.41,-5.77,-18.76
Heilongjiang,8,202303,2023,3,16.94211,11074.3,1021.97,0.772148,1.16,182.57,185.6,6.87,-4.81
Heilongjiang,8,202304,2023,4,14.73638,12558.5,1121.71,0.757213,0.78,202.81,206.63,12.54,1.18
Heilongjiang,8,202305,2023,5,14.05265,7199.3,1146.23,0.749855,0.62,228.71,226.17,21.07,8.64
Heilongjiang,8,202306,2023,6,13.67328,1840.1,1165.71,0.752557,0.45,221.25,221.03,25.49,15.19
Heilongjiang,8,202307,2023,7,14.14574,2917.8,1213.45,0.759241,0.29,281.39,281.45,26.81,18.38
Heilongjiang,8,202308,2023,8,14.55651,3831.1,1235.49,0.764382,0.12,285.39,287.2,25.44,17.35
Heilongjiang,8,202309,2023,9,13.90115,4763.6,1264.51,0.759051,0.98,225.58,230.23,21.93,11.23
Heilongjiang,8,202310,2023,10,14.87582,5720,1471.59,0.755742,1.15,209.07,216.29,14.55,2.15
Heilongjiang,8,202311,2023,11,18.53478,6561.1,1473.57,0.75823,2.25,143.43,147.83,-2.26,-11.6
Heilongjiang,8,202312,2023,12,21.67253,7472.5,1438.44,0.758389,1.75,160.23,162.92,-10.43,-20.53
Heilongjiang,8,202401,2024,1,21.51108,8484.2,1069.77,0.763174,1.86,60.2,55.4,-10.34,-21.21
Heilongjiang,8,202402,2024,2,18.63149,9544,1038.73,0.763228,2.02,239.47,251.46,-4.46,-16.55
Heilongjiang,8,202403,2024,3,17.85847,10687.2,1037.5,0.752653,1.22,168.51,174.67,3.13,-7.88
Heilongjiang,8,202404,2024,4,14.36862,12234.7,1126.79,0.725953,1.08,190.09,191.21,15.66,3.62
Heilongjiang,8,202405,2024,5,13.64447,9196.05,1151.03,0.713426,0.94,230.51,227.8,19.84,8.52
Heilongjiang,8,202406,2024,6,13.82642,6157.4,1170.55,0.707111,0.8,222.03,220.98,23.29,14.42
Heilongjiang,8,202407,2024,7,14.9376,9462,1250.37,0.71702,0.66,281.02,278.75,28.36,19.1
Heilongjiang,8,202408,2024,8,14.60819,12790.7,1260.98,0.722309,0.52,298.12,299.37,26.85,18.12
Heilongjiang,8,202409,2024,9,13.5114,15993.7,1266.61,0.715507,0.38,209.63,214.17,21.75,10.07
Heilongjiang,8,202410,2024,10,15.42471,19361.3,1272.24,0.711021,0.24,226.58,234.39,13.05,2.03
Heilongjiang,8,202411,2024,11,17.28178,22554.2,1277.87,0.714112,0.1,161.64,166.47,1.95,-6.89
Heilongjiang,8,202412,2024,12,21.19867,25804.9,1283.5,0.715374,0.04,173.96,177.33,-8.31,-18.85
Shanghai,9,201901,2019,1,9.74931,29290.6,2871.18,0.989199,13.83,282.62,225.7,9.2,3.1
Shanghai,9,201902,2019,2,7.54243,32700.2,2786.19,0.989545,14.97,281.66,226.66,9.04,3.84
Shanghai,9,201903,2019,3,9.39646,36214.7,2796.32,0.98989,16.11,254,214.41,15.58,7.28
Shanghai,9,201904,2019,4,8.27409,39866.4,2857.7,0.989134,17.1,226.35,202.17,21.2,12.5
Shanghai,9,201905,2019,5,8.42321,22755,2936.16,0.988636,17.66,198.74,189.95,25.63,16.39
Shanghai,9,201906,2019,6,8.14988,5643.6,2994.68,0.988529,16.05,171.17,177.75,27.51,20.86
Shanghai,9,201907,2019,7,8.99719,9047.1,2973.74,0.988235,16.21,143.67,165.58,30.7,24.81
Shanghai,9,201908,2019,8,9.81407,12102.6,3034.1,0.988885,16.1,116.26,153.46,32.26,25.49
Shanghai,9,201909,2019,9,8.30642,15154.8,3116.27,0.988736,16.17,88.94,141.38,28.08,21.48
Shanghai,9,201910,2019,10,8.29465,18414,3627.75,0.988559,16.09,61.73,129.36,23.44,16.78
Shanghai,9,201911,2019,11,8.56972,21413.8,3599.15,0.988107,16.9,34.66,117.4,18.18,11.28
Shanghai,9,201912,2019,12,10.12829,24657.8,3431.78,0.98814,18.01,7.73,105.51,12.6,5.64
Shanghai,9,202001,2020,1,7.54195,28323.3,2689.96,0.979828,16.67,186.37,321.9,10.01,4.92
Shanghai,9,202002,2020,2,7.29218,31607.7,2549.05,0.979734,15.73,238.96,349.19,12.77,5.01
Shanghai,9,202003,2020,3,7.61021,35254.3,2569.69,0.977909,17.17,289.2,374.34,16.17,8.23
Shanghai,9,202004,2020,4,7.94412,39277.2,3015.54,0.977871,17.3,333.11,394.4,20.18,10.73
Shanghai,9,202005,2020,5,8.39529,21916.75,3159.44,0.978032,16.58,366.74,406.42,26.55,18.66
Shanghai,9,202006,2020,6,8.56997,4556.3,3265.2,0.979613,15.67,386.1,407.47,28.45,22.74
Shanghai,9,202007,2020,7,8.45345,7211.7,3232.88,0.980466,15.25,387.23,394.58,29.21,24.28
Shanghai,9,202008,2020,8,10.3229,10169.7,3321.41,0.980914,17.34,366.16,364.82,33.63,27.07
Shanghai,9,202009,2020,9,9.78518,13294.3,3431.28,0.981294,14.55,318.91,315.25,27.47,20.59
Shanghai,9,202010,2020,10,9.70352,16796.9,3767.34,0.980967,18.13,241.53,242.91,22.02,15.11
Shanghai,9,202011,2020,11,10.69405,20085.3,3790.07,0.980724,16.93,155.56,167.18,17.82,11.51
Shanghai,9,202012,2020,12,13.281,23466.1,3703.2,0.981319,18.02,140.7,157.61,10.14,3.47
Shanghai,9,202101,2021,1,12.54966,27293.9,3197.23,0.978475,18.96,125.81,170.18,9.4,1.87
Shanghai,9,202102,2021,2,11.51424,30782.5,3114.06,0.978443,16.91,126.7,116.32,14.15,6.14
Shanghai,9,202103,2021,3,9.57573,34692.3,3143.4,0.979004,17.68,201.8,194.66,15.31,8.64
Shanghai,9,202104,2021,4,11.98943,38969.3,3467.32,0.978887,18.51,221.34,245.1,20.41,12.88
Shanghai,9,202105,2021,5,11.70113,6224.1,3573.28,0.979336,17.61,261.6,271.44,26.39,18.36
Shanghai,9,202106,2021,6,11.81158,9883.7,3643.97,0.981006,16.03,238.19,248.79,28.67,22.07
Shanghai,9,202107,2021,7,11.96784,13374.6,3557.39,0.979363,16.59,247.06,257.69,31.98,25.85
Shanghai,9,202108,2021,8,12.26221,16887.7,3628.9,0.980362,16.32,138.6,147.78,31.35,25.16
Shanghai,9,202109,2021,9,12.90195,20523.7,3736.76,0.980499,14.26,199.96,220.63,29.83,22.82
Shanghai,9,202110,2021,10,11.22817,23963.1,4127.76,0.979722,16.77,284.43,287.41,23.61,17.14
Shanghai,9,202111,2021,11,10.6541,27684.7,4146.89,0.979827,17.99,206.54,216.93,17.17,8.9
Shanghai,9,202112,2021,12,10.63324,31766.3,4039.83,0.980456,19.7,170.14,186.22,11.7,3.54
Shanghai,9,202201,2022,1,12.8436,35606.9,3425.43,0.980798,19.51,155.5,290.25,8.54,2.99
Shanghai,9,202202,2022,2,8.57105,39831,3303.29,0.980802,18.59,256.26,140.91,8.47,2.18
Shanghai,9,202203,2022,3,9.44007,44702.5,3287.71,0.977627,19.94,78.48,82.68,17.42,8.96
Shanghai,9,202204,2022,4,7.86024,25860.95,3279.19,0.973973,16.97,10.87,13.18,21.51,12.61
Shanghai,9,202205,2022,5,8.36623,7019.4,3355.23,0.973905,17.24,10.99,33.08,24.74,16.53
Shanghai,9,202206,2022,6,9.78402,10002.5,3422.85,0.972946,15.55,44.18,62.31,30.47,22.62
Shanghai,9,202207,2022,7,11.82843,11801.1,3571.57,0.975756,16.34,140.83,170.45,34.67,26.73
Shanghai,9,202208,2022,8,12.69783,14806,3646.71,0.977749,15.15,218.53,229.24,35.13,27.15
Shanghai,9,202209,2022,9,10.84042,19296.2,3735.76,0.977137,17.53,216.64,244.58,27.3,20.92
Shanghai,9,202210,2022,10,10.28011,23268.3,4138.74,0.976184,18.38,218.47,219.64,22.15,14.81
Shanghai,9,202211,2022,11,10.33416,27525.8,4142.19,0.975808,17.54,167.46,177.92,19.04,11.81
Shanghai,9,202212,2022,12,11.40412,31985.1,4042.32,0.975699,18.96,128.66,160.02,8.99,2.31
Shanghai,9,202301,2023,1,9.95157,35990.6,3574.47,0.967787,19.43,245.87,317.18,10.18,1.9
Shanghai,9,202302,2023,2,9.0075,40258.8,3471.41,0.967698,19.26,297.16,239.22,10.19,3.96
Shanghai,9,202303,2023,3,11.29648,44638.4,3468.91,0.968982,13.73,293.48,315.39,16.55,7.98
Shanghai,9,202304,2023,4,10.26466,25612.65,3632.62,0.966356,18.94,314.49,374.1,21.09,12.79
Shanghai,9,202305,2023,5,10.21072,6586.9,3712,0.96485,18.73,351.78,329.65,25.37,17.64
Shanghai,9,202306,2023,6,10.43427,10332.8,3775.11,0.967001,15.8,300.5,313.17,28.99,22
Shanghai,9,202307,2023,7,12.0619,13893.5,3781.31,0.969002,16.1,348.22,350.16,32.91,26.61
Shanghai,9,202308,2023,8,11.73694,17515.2,3850,0.970265,18.07,352.7,367.47,32.35,25.73
Shanghai,9,202309,2023,9,10.26069,21373,3940.42,0.970645,17.13,265.23,319.36,28.89,22.85
Shanghai,9,202310,2023,10,10.14245,24977.4,4374.65,0.970666,18.98,318.3,283.43,24.22,16.22
Shanghai,9,202311,2023,11,10.3301,28786.3,4380.53,0.969517,19.89,239.27,249.4,18.49,9.67
Shanghai,9,202312,2023,12,11.04032,32930.5,4276.11,0.970154,19.3,219.27,243.34,10.8,3.44
Shanghai,9,202401,2024,1,10.80479,36685.5,3773.78,0.967945,20.26,65.97,94.15,9.61,2.31
Shanghai,9,202402,2024,2,9.12031,40820.2,3664.27,0.96792,19.25,286.95,276.33,9.53,3.73
Shanghai,9,202403,2024,3,11.32827,45578.6,3659.95,0.96797,19.23,259.53,259.37,16.07,7.75
Shanghai,9,202404,2024,4,10.20168,31850.15,3794.34,0.967713,12.97,283.25,301.91,20.47,13.58
Shanghai,9,202405,2024,5,10.0081,18121.7,3875.98,0.966384,19.11,318.56,326.62,25.13,16.79
Shanghai,9,202406,2024,6,9.36007,28864.3,3941.7,0.966216,25.25,279.12,291.11,27.32,21.52
Shanghai,9,202407,2024,7,11.6287,39489.9,3989.5,0.965891,31.39,317.26,312.79,34.32,27.28
Shanghai,9,202408,2024,8,12.48913,50001.2,4023.38,0.968869,37.53,317.78,330.4,35.57,27.46
Shanghai,9,202409,2024,9,11.70435,61071.3,4041.34,0.969298,43.67,241.07,255.37,30.58,24.77
Shanghai,9,202410,2024,10,10.3036,71200.9,4059.3,0.968103,49.81,311.19,306.89,22.84,17.08
Shanghai,9,202411,2024,11,10.19938,82112.9,4077.26,0.967459,55.95,251.37,264.77,18.15,11.15
Shanghai,9,202412,2024,12,11.50174,92812.2,4095.22,0.967456,62.09,237.43,248.17,10.78,3.27
Jiangsu,10,201901,2019,1,60.74957,96693.6,7908.18,0.907979,4.11,926.55,849.75,7.05,-0.08
Jiangsu,10,201902,2019,2,46.76864,104064.5,7674.1,0.902843,4.24,925.28,850.51,7.46,1.1
Jiangsu,10,201903,2019,3,62.06871,114806.5,7702.01,0.897707,4.37,850.23,793.74,15.83,6.23
Jiangsu,10,201904,2019,4,59.79059,65329.4,8460.39,0.892262,4.27,775.23,737,20.92,11.21
Jiangsu,10,201905,2019,5,59.29343,15852.3,8692.68,0.887187,4.38,700.32,680.34,26.13,15.93
Jiangsu,10,201906,2019,6,57.88698,26444,8865.94,0.885374,4.39,625.54,623.78,29.18,20.71
Jiangsu,10,201907,2019,7,64.39715,35537.8,8465.91,0.88536,4.07,550.94,567.37,31.75,24.68
Jiangsu,10,201908,2019,8,66.43227,44970.5,8637.74,0.885635,4.13,476.57,511.13,31.45,24.41
Jiangsu,10,201909,2019,9,60.36462,54704.6,8871.68,0.884949,4.25,402.47,455.1,27.87,20.11
Jiangsu,10,201910,2019,10,60.03568,64378.5,9472.81,0.884437,4.42,328.69,399.31,22.46,14.22
Jiangsu,10,201911,2019,11,61.73922,74242.7,9398.14,0.884447,4.56,255.27,343.81,17.18,8.32
Jiangsu,10,201912,2019,12,63.64613,84711.1,8961.1,0.885074,4.58,182.25,288.63,10.96,2.8
Jiangsu,10,202001,2020,1,44.29094,94491,7190.97,0.864146,4.42,800.12,925.06,7.81,2.17
Jiangsu,10,202002,2020,2,43.21319,105395.9,6814.27,0.863911,4.48,946.68,1040.85,11.88,3.06
Jiangsu,10,202003,2020,3,51.3648,117498.5,6869.46,0.854238,4.68,1085.78,1149.56,15.96,6.62
Jiangsu,10,202004,2020,4,60.7773,65052.1,8117.56,0.856767,4.79,1205.45,1240.6,20.3,9.19
Jiangsu,10,202005,2020,5,64.67556,12605.7,8504.93,0.859465,4.47,1293.77,1303.4,27.21,17.61
Jiangsu,10,202006,2020,6,66.00371,22019.9,8789.61,0.863646,3.16,1338.77,1327.39,28.85,22.02
Jiangsu,10,202007,2020,7,63.19547,31984.2,8739.84,0.865509,4.08,1328.53,1302,28.15,22.94
Jiangsu,10,202008,2020,8,75.25473,42117.8,8979.17,0.869666,4.29,1251.09,1216.65,33.02,26.49
Jiangsu,10,202009,2020,9,68.58691,53005,9276.2,0.869742,4.61,1094.51,1060.76,27.62,19.42
Jiangsu,10,202010,2020,10,66.1151,63467.7,9999.27,0.868241,5.01,846.85,823.76,21.03,12.77
Jiangsu,10,202011,2020,11,67.67747,74153.3,10059.58,0.86728,4.84,578.53,571.59,16.3,8.52
Jiangsu,10,202012,2020,12,75.81387,86118.7,9829.02,0.869492,5.28,545.84,542.26,7.82,0.29
Jiangsu,10,202101,2021,1,61.67407,97422,8747.26,0.837671,5.26,548.04,590.94,8.08,-0.34
Jiangsu,10,202102,2021,2,69.79385,109999.4,8519.72,0.837313,5.29,546.96,520.76,13.39,4.53
Jiangsu,10,202103,2021,3,45.2775,124028.9,8599.99,0.843776,4.88,699.15,665.93,14.87,7.05
Jiangsu,10,202104,2021,4,65.42018,20032.4,9520.93,0.844367,5.27,779.27,771.59,19.1,11.01
Jiangsu,10,202105,2021,5,66.95017,32779.2,9811.89,0.841778,4.96,894.96,884.01,25.58,17.19
Jiangsu,10,202106,2021,6,67.26259,45085.4,10006,0.840079,4.56,804.09,803.58,30.16,21.73
Jiangsu,10,202107,2021,7,66.04317,57730.4,9784.23,0.835544,4.53,757.79,761.58,31.18,25
Jiangsu,10,202108,2021,8,67.31921,71086.8,9980.92,0.839093,5.1,407.12,420.29,30.58,24.09
Jiangsu,10,202109,2021,9,67.1115,83676.4,10277.58,0.837886,4.16,749.63,754.95,29.1,21.63
Jiangsu,10,202110,2021,10,55.91232,96346,11114.78,0.836345,4.4,1018.81,986.3,22.65,14.59
Jiangsu,10,202111,2021,11,57.9612,109681.3,11166.28,0.836406,4.63,756.71,748.73,16.74,6.81
Jiangsu,10,202112,2021,12,63.05204,122454.8,10878.01,0.836348,5.28,754.87,752.7,10.92,1.09
Jiangsu,10,202201,2022,1,65.65842,137058.2,9533.14,0.830005,5.04,851.37,971,7.25,0.53
Jiangsu,10,202202,2022,2,49.4753,153285,9193.22,0.829934,5.53,836.15,730.39,7.88,-0.2
Jiangsu,10,202203,2022,3,64.08563,88189.5,9149.87,0.815146,5.51,403.14,394.38,16.93,7.34
Jiangsu,10,202204,2022,4,55.96918,23094,9644.57,0.800541,4.88,144.29,148.79,21.86,11.74
Jiangsu,10,202205,2022,5,62.40003,36838.3,9868.21,0.799938,5.25,388.48,380.98,25.99,16.02
Jiangsu,10,202206,2022,6,68.20618,48297.5,10067.11,0.802653,5.05,802.81,797.97,31.89,22.91
Jiangsu,10,202207,2022,7,72.61968,61570.5,10228.06,0.809968,4.61,824.93,826.06,33.19,25.75
Jiangsu,10,202208,2022,8,75.85602,76349.2,10443.26,0.817317,4.33,988.36,980.98,33.25,25.97
Jiangsu,10,202209,2022,9,65.66989,89784.2,10698.28,0.817488,4.86,895.13,881.8,26.8,18.88
Jiangsu,10,202210,2022,10,63.17962,103769.5,11388.97,0.814668,5.3,832.59,815.21,21.05,11.76
Jiangsu,10,202211,2022,11,60.06844,118770,11398.48,0.813746,5.11,658.52,651.42,17.02,9.44
Jiangsu,10,202212,2022,12,63.73583,132837.1,11123.64,0.813421,5.27,602.47,632.05,7.22,-1
Jiangsu,10,202301,2023,1,60.86847,148148.2,9975,0.790705,5.78,1106.96,1166.85,8.68,-1.25
Jiangsu,10,202302,2023,2,52.33315,164344.5,9687.41,0.790449,5.47,977.15,899.79,8.59,1.26
Jiangsu,10,202303,2023,3,68.60033,93504.6,9680.42,0.784962,5.23,1077.3,1064.07,16.59,6.69
Jiangsu,10,202304,2023,4,67.0647,22664.7,10268.65,0.782637,5.11,1206.11,1202.29,20.22,11.35
Jiangsu,10,202305,2023,5,70.70766,37301.4,10493.04,0.791202,5.48,1177.09,1171.22,25.33,16.85
Jiangsu,10,202306,2023,6,69.31691,50815.9,10671.42,0.797009,4.48,1062.4,1068.12,29.51,21.14
Jiangsu,10,202307,2023,7,75.81742,64588.1,10670.9,0.803362,4.94,1147.67,1155.76,31.8,25.55
Jiangsu,10,202308,2023,8,76.01749,79174.1,10864.74,0.80974,5.17,1248.73,1260.54,31.62,24.17
Jiangsu,10,202309,2023,9,67.57654,92670.1,11119.92,0.812626,4.73,1056.29,1067.77,27.61,20.95
Jiangsu,10,202310,2023,10,65.65875,107037.4,11879.26,0.81379,5.56,1129.14,1094.8,23.84,14.1
Jiangsu,10,202311,2023,11,63.55813,122640.4,11895.23,0.809931,5.69,888.98,882.31,16.66,6.87
Jiangsu,10,202312,2023,12,65.3905,137943.7,11611.67,0.810638,5.18,868.64,866.65,8.56,0.59
Jiangsu,10,202401,2024,1,67.17749,154282,10548.1,0.786041,5.46,264.99,308.42,7.66,-0.3
Jiangsu,10,202402,2024,2,56.86523,171546.5,10241.99,0.785764,6,1127.54,1093,7.7,1.09
Jiangsu,10,202403,2024,3,70.47145,90635.45,10229.91,0.78627,5.79,983.29,953.93,15.4,6.65
Jiangsu,10,202404,2024,4,65.95509,9724.4,10752.71,0.789872,4.06,1112.23,1103.49,21.16,12.73
Jiangsu,10,202405,2024,5,67.29732,15298.4,10984.08,0.792398,5.36,1209.22,1205.76,26.06,16.22
Jiangsu,10,202406,2024,6,66.29692,21586.4,11170.33,0.797271,6.66,1053.28,1056.86,29.71,21.68
Jiangsu,10,202407,2024,7,70.85809,27520.9,11339.39,0.799512,7.96,1118.52,1127.35,32.96,26.55
Jiangsu,10,202408,2024,8,75.43553,33766,11435.66,0.80862,9.26,1180.37,1193.91,34.31,26.52
Jiangsu,10,202409,2024,9,68.75431,39830.7,11486.71,0.808751,10.56,949.03,948.94,29.89,22.91
Jiangsu,10,202410,2024,10,63.291,46138.8,11537.76,0.807498,11.86,1188.57,1172.33,21.36,13.91
Jiangsu,10,202411,2024,11,65.39829,52567,11588.82,0.804506,13.16,968.5,959.25,16.67,8.77
Jiangsu,10,202412,2024,12,67.96001,58782.8,11639.87,0.804872,14.46,927.26,930.55,9.11,0.74
Zhejiang,11,201901,2019,1,25.25793,65457.8,4521.6,0.720057,2.34,724.96,542.03,10.54,3.99
Zhejiang,11,201902,2019,2,19.48278,72524.3,4387.76,0.72952,3.52,722.44,544.45,10.51,5.32
Zhejiang,11,201903,2019,3,29.17798,41240.35,4403.71,0.738983,4.7,653.01,514.19,16.78,8.61
Zhejiang,11,201904,2019,4,28.6857,9956.4,4920.68,0.745858,4.79,583.63,483.95,23.07,14
Zhejiang,11,201905,2019,5,28.1018,17008.1,5055.78,0.741108,4.94,514.32,453.75,26,17.2
Zhejiang,11,201906,2019,6,27.10298,22789.7,5156.55,0.738592,4.25,445.14,423.61,28.12,21.46
Zhejiang,11,201907,2019,7,27.20813,28940.9,5065.36,0.731977,4.36,376.13,393.56,31.14,24.72
Zhejiang,11,201908,2019,8,30.7297,35421.7,5168.17,0.734934,4.67,307.31,363.6,33.08,25.28
Zhejiang,11,201909,2019,9,27.44935,41679,5308.14,0.736329,4.54,238.75,333.76,29.46,21.43
Zhejiang,11,201910,2019,10,27.93684,47925.5,5928.3,0.739066,4.95,170.47,304.06,24.69,17.01
Zhejiang,11,201911,2019,11,28.64901,54615.6,5881.58,0.740606,5.15,102.51,274.52,19.4,11.15
Zhejiang,11,201912,2019,12,31.16656,60930.1,5608.07,0.744375,5.33,34.93,245.16,14.01,6.27
Zhejiang,11,202001,2020,1,17.6706,67985,4489.99,0.63642,4.8,473.24,784.49,11.74,5.79
Zhejiang,11,202002,2020,2,16.8741,76148.5,4254.78,0.635207,5.17,604.96,852.08,14.35,6.34
Zhejiang,11,202003,2020,3,24.8817,41952.75,4289.24,0.668518,5.09,730.98,914.48,17.46,9.54
Zhejiang,11,202004,2020,4,27.241,7757,5053.46,0.674796,5.42,841.55,964.5,21.09,11.18
Zhejiang,11,202005,2020,5,31.25828,13553.5,5294.61,0.69948,5.2,926.9,994.98,28.03,19.29
Zhejiang,11,202006,2020,6,30.14837,19787.8,5471.84,0.702992,4.54,977.3,998.73,29.92,23.51
Zhejiang,11,202007,2020,7,29.50674,26236.9,5426.34,0.703366,3.45,982.99,968.57,31.21,24.86
Zhejiang,11,202008,2020,8,34.18118,33082.7,5574.93,0.713343,5.25,934.2,897.34,34.4,26.18
Zhejiang,11,202009,2020,9,31.64502,39797.4,5759.35,0.715092,2.76,821.19,777.84,27.29,20.08
Zhejiang,11,202010,2020,10,31.09945,46790.3,6289.84,0.715036,5.52,634.2,602.92,22.81,14.97
Zhejiang,11,202011,2020,11,34.27076,54414.5,6327.78,0.718042,5.46,425.16,418.67,19.13,11.8
Zhejiang,11,202012,2020,12,34.79016,61675.3,6182.75,0.721283,5.38,386.46,391.26,10.99,4.4
Zhejiang,11,202101,2021,1,28.5618,69576.4,5525.44,0.750347,6.14,362.58,498.07,11.56,2.7
Zhejiang,11,202102,2021,2,31.17835,78689.4,5381.7,0.750674,5.52,412.02,357.27,15.94,7.48
Zhejiang,11,202103,2021,3,21.16974,12803.1,5432.41,0.752128,5.57,544.33,461.46,17.02,9.4
Zhejiang,11,202104,2021,4,31.21795,20685.1,5960.36,0.754104,5.89,565.99,565.54,21.05,13.14
Zhejiang,11,202105,2021,5,32.29467,28800.6,6142.51,0.752034,5.89,641.9,633.16,26.64,18.84
Zhejiang,11,202106,2021,6,32.31192,36938.2,6264.02,0.751952,5.22,569.86,567.37,29.24,22.02
Zhejiang,11,202107,2021,7,31.32673,45705,6091.27,0.753397,5.08,611.2,593.18,32.34,25.15
Zhejiang,11,202108,2021,8,32.73587,54060.2,6213.71,0.755235,5.95,457.38,470.98,31.96,24.43
Zhejiang,11,202109,2021,9,33.4034,62689.2,6398.4,0.756688,4.73,579.34,582.22,31.46,22.54
Zhejiang,11,202110,2021,10,31.41961,71743.7,7022.02,0.755516,5.42,778.86,753.95,24,16.7
Zhejiang,11,202111,2021,11,27.1089,80365.7,7054.56,0.755851,5.45,560.94,556.43,17.83,9.14
Zhejiang,11,202112,2021,12,28.85734,89791.1,6872.43,0.75522,6.28,406.07,435.64,13.34,4.38
Zhejiang,11,202201,2022,1,30.70907,100483.2,6120.58,0.722029,6.06,463.49,734.52,9.86,3.91
Zhejiang,11,202202,2022,2,22.4073,57804,5902.34,0.721656,6.19,671.2,441.22,8.72,3.13
Zhejiang,11,202203,2022,3,33.25537,15124.8,5874.51,0.726331,6.69,454.22,429.23,18.61,9.75
Zhejiang,11,202204,2022,4,31.06997,24621,6138.71,0.726417,6.05,304.13,318.98,22.39,12.94
